video_id,track_id,frame,time_sec,x,y,vx,vy,bbox_x1,bbox_y1,bbox_x2,bbox_y2,area
video_sincronitzat,480,1974,65.8,384.0,766.5,0.0,0.0,382,765,386,768,4.0
video_sincronitzat,480,1976,65.86666666666666,383.5,766.5,-4.5,0.0,381,765,386,768,6.0
video_sincronitzat,480,1977,65.9,383.5,766.5,-1.8,0.0,381,765,386,768,6.0
video_sincronitzat,480,1978,65.93333333333334,383.5,766.5,-0.7200000000000001,0.0,381,765,386,768,6.0
video_sincronitzat,480,1988,66.26666666666667,368.0,769.0,-28.011577100832,4.5,364,767,372,771,12.0
video_sincronitzat,480,1989,66.3,370.0,768.5,24.7953691596672,-7.2,368,767,372,770,4.0
video_sincronitzat,480,1990,66.33333333333333,346.0,763.5,-422.0818523361331,-92.88,344,761,348,766,8.5
video_sincronitzat,480,1991,66.36666666666666,346.0,763.5,-168.83274093445326,-37.152,344,761,348,766,8.5
video_sincronitzat,480,1992,66.4,349.0,761.0,-13.533096373781305,-59.8608,347,759,351,763,5.5
video_sincronitzat,480,1993,66.43333333333334,349.0,761.0,-5.413238549512522,-23.94432,347,759,351,763,4.0
video_sincronitzat,480,1994,66.46666666666667,390.5,775.0,744.834704580195,242.422272,387,772,394,778,13.5
video_sincronitzat,480,1997,66.56666666666666,422.0,778.0,430.32644428398316,96.54481612800001,420,776,424,780,4.0
video_sincronitzat,480,1998,66.6,422.5,778.0,181.13057771359328,38.617926451200006,420,776,425,780,8.5
video_sincronitzat,480,1999,66.63333333333334,422.0,777.0,63.45223108543732,-2.5528294195199965,419,775,425,779,10.0
video_sincronitzat,480,2000,66.66666666666667,422.0,777.0,25.38089243417493,-1.0211317678079987,419,775,425,779,11.5
video_sincronitzat,480,2001,66.7,422.5,777.0,19.152356973669974,-0.40845270712319953,420,775,425,779,10.0
video_sincronitzat,480,2002,66.73333333333333,423.5,777.0,25.66094278946799,-0.16338108284927982,421,775,426,779,8.5
video_sincronitzat,480,2003,66.76666666666667,423.0,777.0,1.2643771157871964,-0.06535243313971194,421,775,425,779,5.5
video_sincronitzat,480,2004,66.8,423.0,777.0,0.5057508463148785,-0.026140973255884777,421,775,425,779,5.5
video_sincronitzat,480,2005,66.83333333333333,422.0,776.5,-17.79769966147405,-9.010456389302353,420,775,424,778,4.0
video_sincronitzat,480,2008,66.93333333333334,399.0,776.0,-143.7664546903176,-5.9193878701339635,395,774,403,778,11.0
video_sincronitzat,480,2009,66.96666666666667,391.0,768.0,-201.50658187612703,-146.3677551480536,388,765,394,771,16.5
video_sincronitzat,480,2010,67.0,391.0,768.0,-80.60263275045082,-58.54710205922144,388,765,394,771,14.0
video_sincronitzat,480,2011,67.03333333333333,405.0,774.0,219.75894689981968,84.58115917631142,402,772,408,776,7.0
video_sincronitzat,480,2013,67.1,397.5,777.0,11.613220883935085,57.44921730347211,395,775,400,779,8.5
video_sincronitzat,480,2014,67.13333333333334,377.5,758.0,-355.354711646426,-319.02031307861114,376,756,379,760,4.0
video_sincronitzat,480,2016,67.2,382.5,767.0,-82.92769619271336,-33.847312708300024,380,765,385,769,7.0
video_sincronitzat,480,2027,67.56666666666666,376.0,756.5,-22.20240353618844,-21.902549460500964,373,754,379,759,11.5
video_sincronitzat,480,2028,67.6,375.0,756.5,-26.88096141447538,-8.761019784200386,372,754,378,759,11.5
video_sincronitzat,480,2029,67.63333333333334,375.5,756.5,-1.7523845657901518,-3.5044079136801543,373,754,378,759,10.0
video_sincronitzat,480,2030,67.66666666666667,375.0,756.5,-9.700953826316061,-1.4017631654720617,372,754,378,759,11.5
video_sincronitzat,480,2032,67.73333333333333,393.5,682.5,163.0076566225262,-666.50463473957,391,681,396,684,6.0
video_sincronitzat,1082,13432,447.73333333333335,707.5,667.0,0.0,0.0,701,663,714,671,68.0
video_sincronitzat,1082,13433,447.76666666666665,737.5,666.5,540.0,-9.0,731,662,744,671,79.0
video_sincronitzat,1082,13434,447.8,769.5,660.5,792.0,-111.6,762,654,777,667,116.5
video_sincronitzat,1082,13435,447.8333333333333,797.0,650.0,811.8,-233.64,786,643,808,657,186.5
video_sincronitzat,1082,13436,447.8666666666667,830.0,634.5,918.72,-372.456,820,624,840,645,232.5
video_sincronitzat,1082,13437,447.9,859.5,605.5,898.488,-670.9824,841,588,878,623,500.0
video_sincronitzat,1082,13438,447.93333333333334,881.0,588.5,746.3952,-574.39296,865,573,897,604,465.5
video_sincronitzat,1082,13439,447.96666666666664,916.0,549.5,928.55808,-931.757184,903,536,929,563,381.0
video_sincronitzat,1082,13440,448.0,910.0,504.5,263.42323200000004,-1182.7028736,896,497,924,512,285.5
video_sincronitzat,1082,13442,448.06666666666666,971.0,379.0,643.8323635200001,-1555.273034496,968,369,974,389,64.0
video_sincronitzat,1082,13443,448.1,1002.5,334.0,824.532945408,-1432.1092137984,991,325,1014,343,286.0
video_sincronitzat,1234,23107,770.2333333333333,907.5,710.0,0.0,0.0,903,706,912,714,32.5
video_sincronitzat,1234,23108,770.2666666666667,888.5,694.5,-342.0,-279.0,883,689,894,700,66.0
video_sincronitzat,1234,23109,770.3,867.0,677.0,-523.8,-426.6,862,672,872,682,58.0
video_sincronitzat,1234,23110,770.3333333333334,847.5,656.5,-560.52,-539.64,842,651,853,662,66.0
video_sincronitzat,1234,23111,770.3666666666667,829.0,637.0,-557.208,-566.856,823,632,835,642,59.5
video_sincronitzat,1234,23112,770.4,808.0,619.0,-600.8832,-550.7424,801,613,815,625,89.5
video_sincronitzat,1234,23113,770.4333333333333,788.5,600.5,-591.35328,-553.29696,782,594,795,607,105.5
video_sincronitzat,1234,23114,770.4666666666667,768.5,582.0,-596.5413120000001,-554.318784,762,576,775,588,102.0
video_sincronitzat,1234,23115,770.5,748.0,561.5,-607.6165248,-590.7275136000001,745,559,751,564,15.0
video_sincronitzat,1298,32671,1089.0333333333333,715.0,621.0,0.0,0.0,710,617,720,625,49.5
video_sincronitzat,1298,32672,1089.0666666666666,739.0,631.0,432.0,180.0,734,625,744,637,73.0
video_sincronitzat,1298,32673,1089.1,761.0,635.5,568.8,153.0,754,629,768,642,116.5
video_sincronitzat,1298,32674,1089.1333333333334,784.5,644.5,650.52,223.2,777,638,792,651,136.0
video_sincronitzat,1298,32675,1089.1666666666667,810.5,641.5,728.2080000000001,35.28,800,632,821,651,253.5
video_sincronitzat,1298,32676,1089.2,837.0,625.5,768.2832000000001,-273.888,820,611,854,640,499.0
video_sincronitzat,1298,32677,1089.2333333333333,859.0,609.0,703.3132800000001,-406.5552,838,592,880,626,763.0
video_sincronitzat,1298,32678,1089.2666666666667,895.5,570.0,938.325312,-864.62208,877,550,914,590,905.5
video_sincronitzat,1298,32679,1089.3,922.5,530.5,861.3301248,-1056.8488320000001,914,520,931,541,131.0
video_sincronitzat,1298,32680,1089.3333333333333,1002.5,422.5,1784.53204992,-2366.7395328000002,999,420,1006,425,13.0
video_sincronitzat,1298,32683,1089.4333333333334,1101.5,164.5,1172.18838417408,-2314.8236086272,1100,162,1103,167,6.0
video_sincronitzat,1300,32676,1089.2,811.0,609.5,0.0,0.0,808,607,814,612,11.0
video_sincronitzat,1300,32679,1089.3,883.0,494.5,432.0,-690.0,856,472,910,517,1242.0
video_sincronitzat,1300,32680,1089.3333333333333,917.5,471.5,793.8,-690.0,878,443,957,500,2225.5
video_sincronitzat,1300,32681,1089.3666666666666,950.0,356.0,902.52,-2355.0,947,353,953,359,15.5
video_sincronitzat,1300,32682,1089.4,1035.5,285.0,1900.008,-2220.0,1026,267,1045,303,443.5
video_sincronitzat,1300,32683,1089.4333333333334,1077.5,171.0,1516.0032,-2940.0,1067,146,1088,196,584.0
video_sincronitzat,1300,32684,1089.4666666666667,1129.5,53.0,1542.40128,-3300.0,1098,6,1161,100,3133.5
video_sincronitzat,1309,33530,1117.6666666666667,1051.0,88.0,0.0,0.0,1045,72,1057,104,199.0
video_sincronitzat,1309,33531,1117.7,1050.0,195.0,-18.0,1926.0,1031,139,1069,251,2695.5
video_sincronitzat,1309,33532,1117.7333333333333,1044.5,242.5,-106.2,1625.4,1031,224,1058,261,576.5
video_sincronitzat,1309,33533,1117.7666666666667,1011.0,379.5,-645.48,3116.16,975,344,1047,415,1144.5
video_sincronitzat,1309,33534,1117.8,961.0,427.0,-1158.192,2101.464,925,387,997,467,3026.5
video_sincronitzat,1309,33535,1117.8333333333333,930.5,531.0,-1012.2768000000001,2712.5856,926,527,935,535,34.0
video_sincronitzat,1309,33536,1117.8666666666666,919.0,569.0,-611.9107200000001,1769.03424,911,559,927,579,169.5
video_sincronitzat,1309,33537,1117.9,887.5,601.5,-811.7642880000001,1292.613696,879,592,896,611,205.0
video_sincronitzat,1309,33538,1117.9333333333334,852.0,617.0,-963.7057152,796.0454784,846,612,858,622,83.5
video_sincronitzat,1309,33539,1117.9666666666667,823.0,629.5,-907.48228608,543.41819136,816,623,830,636,103.0
video_sincronitzat,1309,33540,1118.0,798.0,632.5,-812.992914432,271.367276544,794,629,802,636,28.5
video_sincronitzat,1309,33541,1118.0333333333333,778.0,632.5,-685.1971657728,108.5469106176,774,630,782,635,20.5
video_sincronitzat,1336,38021,1267.3666666666666,1360.0,313.0,0.0,0.0,1349,301,1371,325,263.5
video_sincronitzat,1336,38022,1267.4,1245.0,320.0,-2070.0,126.0,1228,300,1262,340,779.5
video_sincronitzat,1336,38023,1267.4333333333334,1164.5,409.0,-2277.0,1652.4,1159,403,1170,415,86.0
video_sincronitzat,1336,38024,1267.4666666666667,1158.0,414.5,-1027.8000000000002,759.96,1151,406,1165,423,116.0
video_sincronitzat,1336,38025,1267.5,1109.0,437.5,-1293.1200000000001,717.984,1077,414,1141,461,1491.5
video_sincronitzat,1336,38029,1267.6333333333334,1013.0,580.0,-809.0737920000001,850.6141344,1007,576,1019,584,52.5
video_sincronitzat,1336,38030,1267.6666666666667,1031.5,601.0,9.37048319999991,718.2456537600001,1019,586,1044,616,297.5
